Student ID,College,Subject,Year,Social Propensity,Club Propensity,Disease State,Adapted Group Size,Gender
002433,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Female
002434,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Male
002435,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Female
002436,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Female
002437,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Male
002438,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Male
002439,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Male
002440,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Male
002441,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Female
002442,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Male
002443,Emmanuel,Natural Sciences Tripos,1,0,0,0,6,Male
002444,Emmanuel,Natural Sciences Tripos,1,0,0,0,6,Male
002445,Emmanuel,Natural Sciences Tripos,1,0,0,0,3,Male
002446,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Male
002447,Emmanuel,Natural Sciences Tripos,1,0,0,0,7,Male
002448,Emmanuel,Natural Sciences Tripos,1,0,0,0,5,Male
002449,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Male
002450,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Female
002451,Emmanuel,Natural Sciences Tripos,2,0,0,0,3,Female
002452,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Male
002453,Emmanuel,Natural Sciences Tripos,2,0,0,0,9,Female
002454,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Male
002455,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Male
002456,Emmanuel,Natural Sciences Tripos,2,0,0,0,7,Male
002457,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Male
002458,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Female
002459,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Male
002460,Emmanuel,Natural Sciences Tripos,2,0,0,0,4,Male
002461,Emmanuel,Natural Sciences Tripos,2,0,0,0,4,Male
002462,Emmanuel,Natural Sciences Tripos,2,0,0,0,4,Female
002463,Emmanuel,Natural Sciences Tripos,2,0,0,0,8,Male
002464,Emmanuel,Natural Sciences Tripos,2,0,0,0,9,Male
002465,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Female
002466,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Female
002467,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Male
002468,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Female
002469,Emmanuel,Natural Sciences Tripos,2,0,0,0,3,Female
002470,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Male
002471,Emmanuel,Natural Sciences Tripos,2,0,0,0,6,Male
002472,Emmanuel,Natural Sciences Tripos,2,0,0,0,4,Female
002473,Emmanuel,Natural Sciences Tripos,2,0,0,0,4,Male
002474,Emmanuel,Natural Sciences Tripos,2,0,0,0,7,Male
002475,Emmanuel,Natural Sciences Tripos,2,0,0,0,5,Female
002476,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002477,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Female
002478,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Male
002479,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002480,Emmanuel,Natural Sciences Tripos,3,0,0,0,6,Male
002481,Emmanuel,Natural Sciences Tripos,3,0,0,0,4,Male
002482,Emmanuel,Natural Sciences Tripos,3,0,0,0,4,Male
002483,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002484,Emmanuel,Natural Sciences Tripos,3,0,0,0,4,Male
002485,Emmanuel,Natural Sciences Tripos,3,0,0,0,9,Female
002486,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Male
002487,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002488,Emmanuel,Natural Sciences Tripos,3,0,0,0,6,Male
002489,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Male
002490,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Male
002491,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Male
002492,Emmanuel,Natural Sciences Tripos,3,0,0,0,3,Male
002493,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Female
002494,Emmanuel,Natural Sciences Tripos,3,0,0,0,7,Male
002495,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002496,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002497,Emmanuel,Natural Sciences Tripos,3,0,0,0,5,Female
002498,Emmanuel,Natural Sciences Tripos,3,0,0,0,3,Female
002499,Emmanuel,Natural Sciences Tripos,3,0,0,0,6,Male
002500,Emmanuel,Natural Sciences Tripos,3,0,0,0,4,Male
002501,Emmanuel,Natural Sciences Tripos,3,0,0,0,4,Male
002502,Emmanuel,Natural Sciences Tripos,3,0,0,0,6,Male
002503,Emmanuel,Natural Sciences Tripos,4,0,0,0,4,Male
002504,Emmanuel,Natural Sciences Tripos,4,0,0,0,7,Male
002505,Emmanuel,Natural Sciences Tripos,4,0,0,0,8,Male
002506,Emmanuel,Natural Sciences Tripos,4,0,0,0,6,Male
002507,Emmanuel,Natural Sciences Tripos,4,0,0,0,4,Male
002508,Emmanuel,Natural Sciences Tripos,4,0,0,0,6,Male
002509,Emmanuel,Natural Sciences Tripos,4,0,0,0,5,Female
002510,Emmanuel,Natural Sciences Tripos,4,0,0,0,5,Male
002511,Emmanuel,Natural Sciences Tripos,4,0,0,0,5,Male
002512,Emmanuel,Natural Sciences Tripos,4,0,0,0,7,Male
002513,Emmanuel,Natural Sciences Tripos,4,0,0,0,10,Male
002514,Emmanuel,Natural Sciences Tripos,4,0,0,0,6,Male
002515,Emmanuel,Natural Sciences Tripos,4,0,0,0,7,Female
002516,Emmanuel,Natural Sciences Tripos,4,0,0,0,8,Male
002517,Emmanuel,Natural Sciences Tripos,4,0,0,0,6,Male
002518,Emmanuel,Natural Sciences Tripos,4,0,0,0,5,Male
002519,Emmanuel,Natural Sciences Tripos,4,0,0,0,7,Male
002520,Emmanuel,Natural Sciences Tripos,4,0,0,0,7,Female
002521,Emmanuel,Philosophy Tripos,1,0,0,0,7,Male
002522,Emmanuel,Philosophy Tripos,2,0,0,0,11,Female
002523,Emmanuel,Philosophy Tripos,3,0,0,0,8,Female
002524,Emmanuel,Psych & Behav Sciences Tripos,1,0,0,0,10,Male
002525,Emmanuel,Psych & Behav Sciences Tripos,2,0,0,0,10,Male
002526,Emmanuel,Psych & Behav Sciences Tripos,3,0,0,0,8,Male
002527,Emmanuel,"Theo,Relig,&Philo of Re Tripos",1,0,0,0,7,Male
002528,Emmanuel,"Theo,Relig,&Philo of Re Tripos",1,0,0,0,7,Female
002529,Emmanuel,"Theo,Relig,&Philo of Re Tripos",2,0,0,0,6,Female
002530,Emmanuel,"Theo,Relig,&Philo of Re Tripos",2,0,0,0,11,Female
002531,Emmanuel,"Theo,Relig,&Philo of Re Tripos",3,0,0,0,7,Male
002532,Emmanuel,"Theo,Relig,&Philo of Re Tripos",3,0,0,0,7,Male
002533,Emmanuel,Veterinary Medicine,1,0,0,0,6,Male
002534,Emmanuel,Veterinary Medicine,1,0,0,0,6,Male
002535,Emmanuel,Veterinary Medicine,1,0,0,0,6,Female
002536,Emmanuel,Veterinary Medicine,2,0,0,0,8,Female
002537,Emmanuel,Veterinary Medicine,2,0,0,0,7,Female
002538,Emmanuel,Veterinary Medicine,2,0,0,0,5,Male
002539,Emmanuel,Veterinary Medicine,3,0,0,0,6,Female
002540,Emmanuel,Veterinary Medicine,3,0,0,0,8,Male
002541,Emmanuel,Veterinary Medicine,3,0,0,0,9,Female
002542,Emmanuel,Veterinary Medicine,4,0,0,0,6,Female
002543,Emmanuel,Veterinary Medicine,4,0,0,0,6,Male
002544,Emmanuel,Veterinary Medicine,4,0,0,0,6,Female
002545,Fitzwilliam,ASNC Tripos,1,0,0,0,10,Female
002546,Fitzwilliam,ASNC Tripos,2,0,0,0,5,Male
002547,Fitzwilliam,ASNC Tripos,3,0,0,0,6,Male
002548,Fitzwilliam,Archaeology Tripos,1,0,0,0,7,Male
002549,Fitzwilliam,Archaeology Tripos,1,0,0,0,8,Male
002550,Fitzwilliam,Archaeology Tripos,2,0,0,0,7,Female
002551,Fitzwilliam,Archaeology Tripos,2,0,0,0,7,Female
002552,Fitzwilliam,Archaeology Tripos,3,0,0,0,6,Male
002553,Fitzwilliam,Archaeology Tripos,3,0,0,0,10,Male
002554,Fitzwilliam,Architecture Tripos,1,0,0,0,7,Female
002555,Fitzwilliam,Architecture Tripos,2,0,0,0,7,Male
002556,Fitzwilliam,Architecture Tripos,3,0,0,0,7,Female
002557,Fitzwilliam,Asian & Middle Eastern Studies,1,0,0,0,10,Female
002558,Fitzwilliam,Asian & Middle Eastern Studies,2,0,0,0,7,Male
002559,Fitzwilliam,Asian & Middle Eastern Studies,3,0,0,0,8,Female
002560,Fitzwilliam,Chem Eng via Engineering,1,0,0,0,3,Male
002561,Fitzwilliam,Chem Eng via Engineering,2,0,0,0,6,Female
002562,Fitzwilliam,Chem Eng via Engineering,3,0,0,0,6,Male
002563,Fitzwilliam,Chem Eng via Engineering,4,0,0,0,5,Male
002564,Fitzwilliam,Chem Eng via Nat Sciences,1,0,0,0,5,Female
002565,Fitzwilliam,Chem Eng via Nat Sciences,2,0,0,0,3,Male
002566,Fitzwilliam,Chem Eng via Nat Sciences,3,0,0,0,5,Female
002567,Fitzwilliam,Classical Tripos,1,0,0,0,9,Male
002568,Fitzwilliam,Classical Tripos,2,0,0,0,5,Male
002569,Fitzwilliam,Classical Tripos,3,0,0,0,10,Female
002570,Fitzwilliam,Classical Tripos Four Year,1,0,0,0,8,Female
002571,Fitzwilliam,Classical Tripos Four Year,1,0,0,0,8,Male
002572,Fitzwilliam,Classical Tripos Four Year,1,0,0,0,6,Male
002573,Fitzwilliam,Classical Tripos Four Year,2,0,0,0,7,Female
002574,Fitzwilliam,Classical Tripos Four Year,2,0,0,0,8,Female
002575,Fitzwilliam,Classical Tripos Four Year,2,0,0,0,9,Female
002576,Fitzwilliam,Classical Tripos Four Year,3,0,0,0,9,Female
002577,Fitzwilliam,Classical Tripos Four Year,3,0,0,0,5,Female
002578,Fitzwilliam,Classical Tripos Four Year,3,0,0,0,6,Female
002579,Fitzwilliam,Classical Tripos Four Year,4,0,0,0,7,Male
002580,Fitzwilliam,Classical Tripos Four Year,4,0,0,0,5,Female
002581,Fitzwilliam,Classical Tripos Four Year,4,0,0,0,8,Female
002582,Fitzwilliam,Computer Science Tripos,1,0,0,0,6,Male
002583,Fitzwilliam,Computer Science Tripos,1,0,0,0,4,Male
002584,Fitzwilliam,Computer Science Tripos,1,0,0,0,7,Female
002585,Fitzwilliam,Computer Science Tripos,1,0,0,0,5,Male
002586,Fitzwilliam,Computer Science Tripos,2,0,0,0,5,Male
002587,Fitzwilliam,Computer Science Tripos,2,0,0,0,4,Male
002588,Fitzwilliam,Computer Science Tripos,2,0,0,0,3,Male
002589,Fitzwilliam,Computer Science Tripos,2,0,0,0,5,Male
002590,Fitzwilliam,Computer Science Tripos,3,0,0,0,5,Male
002591,Fitzwilliam,Computer Science Tripos,3,0,0,0,3,Male
002592,Fitzwilliam,Computer Science Tripos,3,0,0,0,6,Male
002593,Fitzwilliam,Computer Science Tripos,3,0,0,0,5,Male
002594,Fitzwilliam,Economics Tripos,1,0,0,0,8,Male
002595,Fitzwilliam,Economics Tripos,1,0,0,0,6,Male
002596,Fitzwilliam,Economics Tripos,1,0,0,0,9,Female
002597,Fitzwilliam,Economics Tripos,1,0,0,0,5,Male
002598,Fitzwilliam,Economics Tripos,1,0,0,0,6,Male
002599,Fitzwilliam,Economics Tripos,1,0,0,0,5,Male
002600,Fitzwilliam,Economics Tripos,1,0,0,0,7,Female
002601,Fitzwilliam,Economics Tripos,1,0,0,0,7,Male
002602,Fitzwilliam,Economics Tripos,1,0,0,0,6,Female
002603,Fitzwilliam,Economics Tripos,2,0,0,0,5,Male
002604,Fitzwilliam,Economics Tripos,2,0,0,0,6,Female
002605,Fitzwilliam,Economics Tripos,2,0,0,0,6,Male
002606,Fitzwilliam,Economics Tripos,2,0,0,0,9,Male
002607,Fitzwilliam,Economics Tripos,2,0,0,0,5,Male
002608,Fitzwilliam,Economics Tripos,2,0,0,0,5,Male
002609,Fitzwilliam,Economics Tripos,2,0,0,0,6,Male
002610,Fitzwilliam,Economics Tripos,2,0,0,0,5,Female
002611,Fitzwilliam,Economics Tripos,2,0,0,0,8,Male
002612,Fitzwilliam,Economics Tripos,3,0,0,0,4,Male
002613,Fitzwilliam,Economics Tripos,3,0,0,0,7,Male
002614,Fitzwilliam,Economics Tripos,3,0,0,0,8,Male
002615,Fitzwilliam,Economics Tripos,3,0,0,0,8,Male
002616,Fitzwilliam,Economics Tripos,3,0,0,0,6,Female
002617,Fitzwilliam,Economics Tripos,3,0,0,0,5,Male
002618,Fitzwilliam,Economics Tripos,3,0,0,0,7,Male
002619,Fitzwilliam,Economics Tripos,3,0,0,0,6,Male
002620,Fitzwilliam,Economics Tripos,3,0,0,0,7,Male
002621,Fitzwilliam,Education Tripos,1,0,0,0,7,Female
002622,Fitzwilliam,Education Tripos,1,0,0,0,4,Female
002623,Fitzwilliam,Education Tripos,2,0,0,0,9,Female
002624,Fitzwilliam,Education Tripos,2,0,0,0,9,Female
002625,Fitzwilliam,Education Tripos,3,0,0,0,4,Female
002626,Fitzwilliam,Education Tripos,3,0,0,0,7,Female
002627,Fitzwilliam,Engineering Tripos,1,0,0,0,6,Male
002628,Fitzwilliam,Engineering Tripos,1,0,0,0,3,Female
002629,Fitzwilliam,Engineering Tripos,1,0,0,0,5,Male
002630,Fitzwilliam,Engineering Tripos,1,0,0,0,5,Female
002631,Fitzwilliam,Engineering Tripos,1,0,0,0,4,Female
002632,Fitzwilliam,Engineering Tripos,1,0,0,0,5,Male
002633,Fitzwilliam,Engineering Tripos,1,0,0,0,5,Male
002634,Fitzwilliam,Engineering Tripos,1,0,0,0,6,Male
002635,Fitzwilliam,Engineering Tripos,1,0,0,0,5,Female
002636,Fitzwilliam,Engineering Tripos,1,0,0,0,7,Male
002637,Fitzwilliam,Engineering Tripos,2,0,0,0,4,Male
002638,Fitzwilliam,Engineering Tripos,2,0,0,0,3,Male
002639,Fitzwilliam,Engineering Tripos,2,0,0,0,6,Male
002640,Fitzwilliam,Engineering Tripos,2,0,0,0,4,Female
002641,Fitzwilliam,Engineering Tripos,2,0,0,0,5,Female
002642,Fitzwilliam,Engineering Tripos,2,0,0,0,3,Female
002643,Fitzwilliam,Engineering Tripos,2,0,0,0,9,Male
002644,Fitzwilliam,Engineering Tripos,2,0,0,0,6,Female
002645,Fitzwilliam,Engineering Tripos,2,0,0,0,5,Male
002646,Fitzwilliam,Engineering Tripos,2,0,0,0,5,Female
002647,Fitzwilliam,Engineering Tripos,3,0,0,0,3,Male
002648,Fitzwilliam,Engineering Tripos,3,0,0,0,5,Male
002649,Fitzwilliam,Engineering Tripos,3,0,0,0,4,Male
002650,Fitzwilliam,Engineering Tripos,3,0,0,0,6,Male
002651,Fitzwilliam,Engineering Tripos,3,0,0,0,5,Male
002652,Fitzwilliam,Engineering Tripos,3,0,0,0,7,Male
002653,Fitzwilliam,Engineering Tripos,3,0,0,0,3,Female
002654,Fitzwilliam,Engineering Tripos,3,0,0,0,4,Male
002655,Fitzwilliam,Engineering Tripos,3,0,0,0,4,Female
002656,Fitzwilliam,Engineering Tripos,3,0,0,0,5,Female
002657,Fitzwilliam,Engineering Tripos,4,0,0,0,7,Male
002658,Fitzwilliam,Engineering Tripos,4,0,0,0,5,Female
002659,Fitzwilliam,Engineering Tripos,4,0,0,0,5,Male
002660,Fitzwilliam,Engineering Tripos,4,0,0,0,4,Female
002661,Fitzwilliam,Engineering Tripos,4,0,0,0,3,Female
002662,Fitzwilliam,Engineering Tripos,4,0,0,0,4,Female
002663,Fitzwilliam,Engineering Tripos,4,0,0,0,5,Female
002664,Fitzwilliam,Engineering Tripos,4,0,0,0,5,Female
002665,Fitzwilliam,Engineering Tripos,4,0,0,0,3,Male
002666,Fitzwilliam,Engineering Tripos,4,0,0,0,9,Male
002667,Fitzwilliam,English Tripos,1,0,0,0,5,Female
002668,Fitzwilliam,English Tripos,1,0,0,0,8,Female
002669,Fitzwilliam,English Tripos,1,0,0,0,6,Female
002670,Fitzwilliam,English Tripos,1,0,0,0,10,Male
002671,Fitzwilliam,English Tripos,1,0,0,0,7,Female
002672,Fitzwilliam,English Tripos,1,0,0,0,7,Female
002673,Fitzwilliam,English Tripos,1,0,0,0,7,Female
002674,Fitzwilliam,English Tripos,1,0,0,0,5,Female
002675,Fitzwilliam,English Tripos,2,0,0,0,7,Female
002676,Fitzwilliam,English Tripos,2,0,0,0,5,Female
002677,Fitzwilliam,English Tripos,2,0,0,0,5,Female
002678,Fitzwilliam,English Tripos,2,0,0,0,6,Female
002679,Fitzwilliam,English Tripos,2,0,0,0,10,Male
002680,Fitzwilliam,English Tripos,2,0,0,0,7,Female
002681,Fitzwilliam,English Tripos,2,0,0,0,8,Female
002682,Fitzwilliam,English Tripos,2,0,0,0,6,Female
002683,Fitzwilliam,English Tripos,3,0,0,0,9,Male
002684,Fitzwilliam,English Tripos,3,0,0,0,6,Male
002685,Fitzwilliam,English Tripos,3,0,0,0,9,Female
002686,Fitzwilliam,English Tripos,3,0,0,0,8,Male
002687,Fitzwilliam,English Tripos,3,0,0,0,6,Female
002688,Fitzwilliam,English Tripos,3,0,0,0,6,Female
002689,Fitzwilliam,English Tripos,3,0,0,0,8,Female
002690,Fitzwilliam,English Tripos,3,0,0,0,8,Female
002691,Fitzwilliam,Geographical Tripos,1,0,0,0,9,Female
002692,Fitzwilliam,Geographical Tripos,1,0,0,0,5,Female
002693,Fitzwilliam,Geographical Tripos,1,0,0,0,8,Female
002694,Fitzwilliam,Geographical Tripos,1,0,0,0,10,Female
002695,Fitzwilliam,Geographical Tripos,1,0,0,0,6,Female
002696,Fitzwilliam,Geographical Tripos,1,0,0,0,7,Male
002697,Fitzwilliam,Geographical Tripos,1,0,0,0,7,Female
002698,Fitzwilliam,Geographical Tripos,1,0,0,0,8,Female
002699,Fitzwilliam,Geographical Tripos,1,0,0,0,9,Female
002700,Fitzwilliam,Geographical Tripos,2,0,0,0,8,Female
002701,Fitzwilliam,Geographical Tripos,2,0,0,0,8,Female
002702,Fitzwilliam,Geographical Tripos,2,0,0,0,9,Male
002703,Fitzwilliam,Geographical Tripos,2,0,0,0,8,Female
002704,Fitzwilliam,Geographical Tripos,2,0,0,0,10,Female
002705,Fitzwilliam,Geographical Tripos,2,0,0,0,6,Male
002706,Fitzwilliam,Geographical Tripos,2,0,0,0,7,Female
002707,Fitzwilliam,Geographical Tripos,2,0,0,0,8,Male
002708,Fitzwilliam,Geographical Tripos,2,0,0,0,9,Male
002709,Fitzwilliam,Geographical Tripos,3,0,0,0,6,Male
002710,Fitzwilliam,Geographical Tripos,3,0,0,0,9,Female
002711,Fitzwilliam,Geographical Tripos,3,0,0,0,8,Male
002712,Fitzwilliam,Geographical Tripos,3,0,0,0,5,Female
002713,Fitzwilliam,Geographical Tripos,3,0,0,0,7,Male
002714,Fitzwilliam,Geographical Tripos,3,0,0,0,7,Female
002715,Fitzwilliam,Geographical Tripos,3,0,0,0,6,Male
002716,Fitzwilliam,Geographical Tripos,3,0,0,0,9,Female
002717,Fitzwilliam,Geographical Tripos,3,0,0,0,8,Male
002718,Fitzwilliam,Historical Tripos,1,0,0,0,6,Male
002719,Fitzwilliam,Historical Tripos,1,0,0,0,6,Male
002720,Fitzwilliam,Historical Tripos,1,0,0,0,5,Male
002721,Fitzwilliam,Historical Tripos,1,0,0,0,7,Male
002722,Fitzwilliam,Historical Tripos,1,0,0,0,9,Female
002723,Fitzwilliam,Historical Tripos,1,0,0,0,8,Male
002724,Fitzwilliam,Historical Tripos,1,0,0,0,7,Male
002725,Fitzwilliam,Historical Tripos,2,0,0,0,8,Female
002726,Fitzwilliam,Historical Tripos,2,0,0,0,8,Female
002727,Fitzwilliam,Historical Tripos,2,0,0,0,8,Male
002728,Fitzwilliam,Historical Tripos,2,0,0,0,6,Male
002729,Fitzwilliam,Historical Tripos,2,0,0,0,6,Male
002730,Fitzwilliam,Historical Tripos,2,0,0,0,9,Female
002731,Fitzwilliam,Historical Tripos,2,0,0,0,6,Male
002732,Fitzwilliam,Historical Tripos,3,0,0,0,8,Female
002733,Fitzwilliam,Historical Tripos,3,0,0,0,8,Female
002734,Fitzwilliam,Historical Tripos,3,0,0,0,7,Male
002735,Fitzwilliam,Historical Tripos,3,0,0,0,8,Male
002736,Fitzwilliam,Historical Tripos,3,0,0,0,8,Female
002737,Fitzwilliam,Historical Tripos,3,0,0,0,8,Male
002738,Fitzwilliam,Historical Tripos,3,0,0,0,6,Male
002739,Fitzwilliam,History & Politics Tripos,1,0,0,0,7,Female
002740,Fitzwilliam,History & Politics Tripos,2,0,0,0,9,Male
002741,Fitzwilliam,History & Politics Tripos,3,0,0,0,6,Male
002742,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,10,Female
002743,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,5,Male
002744,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female
002745,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female
002746,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female
002747,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female
002748,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,11,Female
002749,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,8,Male
002750,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,7,Female
002751,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,8,Male
002752,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,7,Female
002753,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,8,Female
002754,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,9,Male
002755,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,10,Female
002756,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,8,Male
002757,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,7,Male
002758,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,6,Male
002759,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Female
002760,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,6,Female
002761,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Female
002762,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,6,Female
002763,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,8,Female
002764,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,8,Male
002765,Fitzwilliam,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,10,Female
002766,Fitzwilliam,Land Economy Tripos,1,0,0,0,7,Male
002767,Fitzwilliam,Land Economy Tripos,1,0,0,0,6,Female
002768,Fitzwilliam,Land Economy Tripos,1,0,0,0,5,Male
002769,Fitzwilliam,Land Economy Tripos,1,0,0,0,7,Female
002770,Fitzwilliam,Land Economy Tripos,1,0,0,0,6,Female
002771,Fitzwilliam,Land Economy Tripos,2,0,0,0,7,Male
002772,Fitzwilliam,Land Economy Tripos,2,0,0,0,4,Male
002773,Fitzwilliam,Land Economy Tripos,2,0,0,0,6,Female
002774,Fitzwilliam,Land Economy Tripos,2,0,0,0,7,Male
002775,Fitzwilliam,Land Economy Tripos,2,0,0,0,7,Male
002776,Fitzwilliam,Land Economy Tripos,3,0,0,0,8,Female
002777,Fitzwilliam,Land Economy Tripos,3,0,0,0,7,Male
002778,Fitzwilliam,Land Economy Tripos,3,0,0,0,5,Male
002779,Fitzwilliam,Land Economy Tripos,3,0,0,0,5,Female
002780,Fitzwilliam,Land Economy Tripos,3,0,0,0,7,Male
002781,Fitzwilliam,Law Tripos,1,0,0,0,8,Female
002782,Fitzwilliam,Law Tripos,1,0,0,0,6,Male
002783,Fitzwilliam,Law Tripos,1,0,0,0,8,Male
002784,Fitzwilliam,Law Tripos,1,0,0,0,6,Male
002785,Fitzwilliam,Law Tripos,1,0,0,0,8,Male
002786,Fitzwilliam,Law Tripos,1,0,0,0,8,Female
002787,Fitzwilliam,Law Tripos,1,0,0,0,5,Female
002788,Fitzwilliam,Law Tripos,1,0,0,0,6,Female
002789,Fitzwilliam,Law Tripos,1,0,0,0,8,Female
002790,Fitzwilliam,Law Tripos,2,0,0,0,6,Female
002791,Fitzwilliam,Law Tripos,2,0,0,0,10,Female
002792,Fitzwilliam,Law Tripos,2,0,0,0,4,Female
002793,Fitzwilliam,Law Tripos,2,0,0,0,7,Female
002794,Fitzwilliam,Law Tripos,2,0,0,0,6,Male
002795,Fitzwilliam,Law Tripos,2,0,0,0,7,Male
002796,Fitzwilliam,Law Tripos,2,0,0,0,8,Male
002797,Fitzwilliam,Law Tripos,2,0,0,0,4,Male
002798,Fitzwilliam,Law Tripos,2,0,0,0,6,Female
002799,Fitzwilliam,Law Tripos,3,0,0,0,7,Female
002800,Fitzwilliam,Law Tripos,3,0,0,0,5,Female
002801,Fitzwilliam,Law Tripos,3,0,0,0,6,Male
002802,Fitzwilliam,Law Tripos,3,0,0,0,8,Female
002803,Fitzwilliam,Law Tripos,3,0,0,0,5,Female
002804,Fitzwilliam,Law Tripos,3,0,0,0,6,Female
002805,Fitzwilliam,Law Tripos,3,0,0,0,8,Female
002806,Fitzwilliam,Law Tripos,3,0,0,0,10,Female
002807,Fitzwilliam,Law Tripos,3,0,0,0,7,Male
002808,Fitzwilliam,Linguistics Tripos,1,0,0,0,11,Female
002809,Fitzwilliam,Linguistics Tripos,1,0,0,0,11,Female
002810,Fitzwilliam,Linguistics Tripos,2,0,0,0,10,Female
002811,Fitzwilliam,Linguistics Tripos,2,0,0,0,11,Female
002812,Fitzwilliam,Linguistics Tripos,3,0,0,0,6,Female
002813,Fitzwilliam,Linguistics Tripos,3,0,0,0,7,Female
002814,Fitzwilliam,Mathematical Tripos,1,0,0,0,7,Female
002815,Fitzwilliam,Mathematical Tripos,1,0,0,0,3,Male
002816,Fitzwilliam,Mathematical Tripos,1,0,0,0,5,Male
002817,Fitzwilliam,Mathematical Tripos,1,0,0,0,6,Female
002818,Fitzwilliam,Mathematical Tripos,1,0,0,0,4,Female
002819,Fitzwilliam,Mathematical Tripos,1,0,0,0,6,Male
002820,Fitzwilliam,Mathematical Tripos,1,0,0,0,7,Male
002821,Fitzwilliam,Mathematical Tripos,1,0,0,0,5,Male
002822,Fitzwilliam,Mathematical Tripos,2,0,0,0,5,Male
002823,Fitzwilliam,Mathematical Tripos,2,0,0,0,6,Male
002824,Fitzwilliam,Mathematical Tripos,2,0,0,0,4,Male
002825,Fitzwilliam,Mathematical Tripos,2,0,0,0,7,Male
002826,Fitzwilliam,Mathematical Tripos,2,0,0,0,4,Male
002827,Fitzwilliam,Mathematical Tripos,2,0,0,0,6,Female
002828,Fitzwilliam,Mathematical Tripos,2,0,0,0,3,Male
002829,Fitzwilliam,Mathematical Tripos,2,0,0,0,4,Male
002830,Fitzwilliam,Mathematical Tripos,3,0,0,0,4,Male
